chainage_m,x_m,y_m,lon,lat,elevation_m,elevation_smooth_m,dem_source
8343.07607195563,355278.5097325174,6352955.751070269,25.451695104598716,-32.95213342842801,670.0,670.0,OpenTopoData srtm30m
8373.076071955085,355273.3607529627,6352926.196239708,25.45163538805131,-32.952399245920155,670.0,670.0,OpenTopoData srtm30m
8403.07607195546,355268.211773408,6352896.641409146,25.45157567111426,-32.95266506336224,669.0,669.0,OpenTopoData srtm30m
8433.063640932942,355260.4333673534,6352867.680216276,25.451487924839444,-32.95292517919421,669.0,669.0,OpenTopoData srtm30m
8463.063640932443,355252.38511499943,6352838.779945793,25.451397301527887,-32.95318470981061,668.0,668.0,OpenTopoData srtm30m
8493.016810673591,355245.25409735716,6352809.688005931,25.4513164575977,-32.95344609028078,668.0,668.0,OpenTopoData srtm30m
8523.016810673105,355241.05597560987,6352779.983195314,25.45126688501253,-32.953713385969074,668.0,668.0,OpenTopoData srtm30m
8552.87722021918,355235.5690416711,6352750.63123432,25.451203583303016,-32.95397732899869,668.0,668.0,OpenTopoData srtm30m
8582.876870984324,355224.13726558693,6352722.895092887,25.451076953031986,-32.95422591343112,667.0,667.0,OpenTopoData srtm30m
8612.876870983859,355212.91287540173,6352695.074002597,25.450952526739574,-32.95447529120899,667.0,667.0,OpenTopoData srtm30m
8642.822528571842,355203.51236311113,6352666.64210542,25.450847510789306,-32.954730418511076,668.0,668.0,OpenTopoData srtm30m
8672.822528571403,355195.7178147816,6352637.672379562,25.450759586115712,-32.954990608426286,668.0,668.0,OpenTopoData srtm30m
8702.776707488163,355189.64021828363,6352608.341241579,25.45068996768354,-32.95525428494722,668.0,668.0,OpenTopoData srtm30m
8732.58139078592,355183.63609753066,6352579.147583355,25.450621156304678,-32.95551673148161,668.0,668.0,OpenTopoData srtm30m
8762.581390785976,355170.3483757951,6352552.250809365,25.450474803777645,-32.955757500196356,669.0,669.0,OpenTopoData srtm30m
8791.966303280471,355165.2598137592,6352523.309841539,25.450415823530946,-32.956017789511456,669.0,669.0,OpenTopoData srtm30m
