dam_idx,water_start_idx,crest_elevation_m,ponded_length_m,mean_centreline_depth_m,max_centreline_depth_m,upstream_bed_rise_m,dam_chainage_m,lon,lat,bed_elevation_m
212,205,682.5,207.7344343923578,1.71219540883375,2.5,1.0,6291.755422924962,25.452382966867557,-32.93912083334353,681.0
46,39,704.5,207.61640898820156,0.9956967472801577,1.5,1.0,1342.1070187396579,25.423879745732894,-32.92975006199343,703.0
251,244,678.5,207.1224988568374,2.869033438301169,3.5,1.0,7445.81555389685,25.45341482012848,-32.944304219536164,677.0
39,32,705.5,206.44278830222356,0.5715931888102964,1.5,1.0,1134.4906097514563,25.424180278074214,-32.931480474443624,704.0
75,68,700.5,206.4152041004943,0.8612380844020955,1.5,1.0,2202.1183741007962,25.427083505746474,-32.936269055432504,699.0
323,316,663.5,205.96380115980173,1.0824068309769674,1.5,0.0,9597.06480262911,25.451491794627724,-32.962723620881384,662.0
30,23,707.5,204.74188584526553,1.8521682050181543,2.5,1.0,874.1453804600263,25.422058381817678,-32.932131552516445,706.0
15,8,708.5,203.82598377218136,1.7943687497033216,2.5,0.0,433.3559966678652,25.42143334560097,-32.92938618588786,707.0
32,25,706.5,199.10397252975736,1.1493298169424553,1.5,1.0,928.0478214492327,25.422169184436406,-32.931735922499705,705.0
361,355,656.5,179.96698721835492,2.249954140503253,2.5,1.0,10733.033284414107,25.455023660274662,-32.96425468414055,655.0
389,383,650.5,179.95235705852065,0.999871748339714,1.5,0.0,11572.215876384585,25.461954334714385,-32.95954212996553,649.0
158,152,689.5,179.93205162712184,1.4166351972054299,1.5,1.0,4679.349896925334,25.44321908585164,-32.936348426490134,688.0
265,259,673.5,179.9292767153629,1.8331963546791457,2.5,0.0,7864.290681910745,25.452971812081298,-32.94797750849736,672.0
444,438,640.5,179.8948503186857,1.7500635970340646,2.5,1.0,13218.90489659557,25.4761552069317,-32.96252862931077,639.0
484,478,638.5,179.86852280939638,0.9166062586958027,1.5,1.0,14416.505219442999,25.47640398913598,-32.972384567780196,637.0
122,116,693.5,179.85496092583935,1.0833785821580322,1.5,1.0,3601.545561117549,25.437184365241418,-32.94305626209212,692.0
371,365,652.5,179.8172956669623,0.5834180046161991,1.5,1.0,11032.681709565124,25.457388930144386,-32.962468535030155,651.0
386,380,651.5,179.74911123471065,1.5843314725833426,2.5,1.0,11482.217328566245,25.46125497208642,-32.960099840045615,650.0
